ID	Parameter	English	Chinese	Pinyin	Pla	CW-QY	W-SZP	E-DC	XZ	MD	Eka	YL
459	245.0	shoulder	肩膀	jiānbǎng	pʰa¹kʰɛ²dzɿ³	pʰa⁵⁵kʰɛ̤²¹ŋ²¹dzɿ³³	pʰæ⁵⁵kʰɛ³³dzɿ³³	pʰiɛ⁵⁵kɛ²¹dzɿ³³	pʰɛ˞⁴⁵kʰɛ˞³³dzɿ³³	lu⁵⁵pʰu²¹dʒu³³	lu²⁴pʰaʔ²¹dzu³³	m̩²¹pʰə²¹
460	413.0	cloth (fabric)	布	bù	ʔmɛ¹	ʔmɛ⁵⁵	mɛ²⁴	pʰiɔ²¹	mɛ˞⁴⁵³	mɛ⁵⁵	mɛ²⁴	pʰiao²¹
461	970.0	side	边		ba²dzi¹	beʲ̤²¹	dze²⁴	pʰia²¹		dʒə⁵⁵	ɛ³³kʰɛ²¹	piɛ³³piɛ³³lai²¹
462	49.0	day after tomorrow	后天	hòutiān	tsʰa¹pʰe̠Hʔni³	tsʰa⁵⁵pʰɛm³³	tsʰa⁴⁴pʰɛ⁴⁴	tsʰa⁵⁵pe³³nɛ³³	tsʰa⁵⁵pʰi³³ɲi³³	tsa⁵⁵pʰin³³	tsa³³pʰɛ³³ni²⁴	tsʰa⁵⁵pe⁵⁵ni³³
463	49.1	day after tomorrow	后天	hòutiān	tsʰa¹pʰe̠Hʔni³	tsʰa⁵⁵pʰɛm³³	tsʰa⁴⁴pʰɛ⁴⁴	tsʰa⁵⁵pe³³nɛ³³	tsʰa⁵⁵pʰi³³ɲi³³	tsa⁵⁵pʰin³³	tsa³³pʰɛ³³ni²⁴	tsʰa⁵⁵pe⁵⁵ni³³
464	714.0	flee; escape  	逃	táo	kʰu²gjɛ²	kʰə̤²¹	kᶠʰu²¹gɛ²¹	tʰɛ⁵⁵	kᶠʰɤ̪˞²¹pɛ˞³³	kʰɨ²¹gɛ²¹	kʰɨ³³gu²¹	pɛ˞⁵⁵gɛ˞²¹
465	639.0	tie; bind	系	jì	pʰɛ³	pʰɛ³³	pʰɛ˞⁴⁴	pʰɛ³³	su̠⁴⁴	tʰɨ²¹		pʰɛ˞³³
466	804.0	grey	灰色	huīsè	pʰɛ¹	pʰɛ⁵⁵	pʰɛ²⁴	pʰɛ⁵⁵	pʰɛ˞⁴⁵³	pʰa⁵⁵	ɛ²¹pʰɛ²⁴	pʰɛ˞³³
467	174.0	melon	瓜	guǎ	pʰy²	a⁵⁵pʰy̥²¹	a⁵⁵pʰy²¹	tɕi⁵⁵kua⁵⁵	a⁵⁵pʰy²¹	pʰən²¹	pʰəŋ²¹	kua³³
468		pumpkin; squash	南瓜	nánguǎ		a⁵⁵pʰɨ̥²¹ɕɛ⁵⁵						
469	855.0	hot (spicy)	辣	là	pʰe¹	pʰi⁵⁵		pʰei⁵⁵		pʰi⁵⁵, pʰe⁵⁵	pʰi²⁴	
470	855.1	hot (spicy)	辣	là	dzi̠H		dzɿ⁴⁴		dzɿ⁴⁴			dzɿ⁵³
471	50.0	three days from now	大后天	dàhòutiān	a²pʰe̠Hʔni³	a̤²¹pʰɛm³³	a²¹pʰe⁴⁴	a²¹pʰe³³nɛ³³	a²¹pʰi³³ɲi³³	a²¹pʰin³³	xa²¹pʰɛ²¹ni²⁴	a²¹pʰe⁵⁵ni³³
472	798.0	white	白	bái	pʰu¹	fv̩⁵⁵	fv̩²⁴	fɤ̪⁵⁵	pᶠʰɤ̪˞⁴⁵³	pʰu⁵⁵	pʰv̩²⁴	pʰv̩³³
473	798.1	white	白	bái	ʔve̠H	ʔvɛ̠³³	vɛ⁴⁴					
474	32.0	silver	银	yín(zi)	pʰu¹	fv̩⁵⁵	fv̩²⁴	fɤ̪⁵⁵	pʰᶠv˞̩⁴⁵³	pʰu⁵⁵	na²⁴dʑi²¹	tsai³¹pʰu³³
475	105.0	rooster	公鸡	gōngjī	a¹ɣe̠Hpʰo¹pa̠ᶫ	a⁵⁵jɛ̠³³fi⁵⁵pa̠²¹	a⁴⁴ʝi⁴⁴tsʰɿ²²pa⁵³	i³³pʰə⁵⁵	a⁴⁴ʝi̠⁴⁴tsʰɿ⁵⁵po³³mo³³	a⁵⁵ji̠³³pʰi⁵⁵	a²⁴ji̠³³pʰɨ⁵⁵ta⁵⁵ko²¹	a⁴⁴ji⁴⁴pa⁶³
476	481.0	price	价钱 (价格)	jiàqián/gé	pʰo²	fi²¹	tsʰɿ²¹	pʰə²¹	ja³³tsʰɿ²¹	jɛ²¹pʰi²¹	ɛ³³pʰɨ²¹	pʰu²¹
477	640.0	untie	解 (解绳结)	jiě(shéngjié)	pʰɨ¹	pʰʉ⁵⁵	pʰɨ²⁴	pʰə⁵⁵	pʰɨŋ⁴⁵³	pʰɨ⁵⁵	pʰɨ²⁴	pʰu³³
478	697.0	run	跑	pǎo	gjɛ²	gɨ̤²¹	gɛ²¹	tsə³³		gɛ²¹	gu²¹	gɛ˞²¹
479	697.1	run	跑	pǎo	pɛ¹				pɛ˞³³			pɛ˞⁵³
480	127.0	ant	蚂蚁	māyi	bo²ʒo̠H					bi²¹ɕi⁵⁵	bɨ²¹jo⁵³	bi²¹jao⁵³
481	127.1	ant	蚂蚁	māyi	a²ʒo̠H		a³³ʐuʔ⁴⁴	a³³ju³³	a²¹ʐu³³			
482	127.2	ant	蚂蚁	māyi	a²ʒu²	a̤²¹ʐṳ²¹						
483	727.0	roast (in fire)	烧(火里)	shāokǎo		kʰə⁵⁵, ba⁵⁵	kᶠʰv̩²⁴	kʰɤ̪⁵⁵		kʰu⁵⁵	kʰv̩̩²⁴	kʰo³³
484	632.0	open	开 (开门)	kāi	pʰu³	fv̩³³	fv̩³³	vɤ̪²⁴kʰei⁵⁵	pʰᶠɤ̪˞³⁴	pʰu³³	pʰv̩³³	pʰu³³
485	212.0	chaff	谷壳	gǔké	ha¹kjo²	ha⁵⁵kø̤²¹	pʰɛ²¹	dzɔ²⁴kʰɔ⁵⁵kə²¹			ɛ³³vɛ̠ʔ²¹	
486	211.0	rice hulls	稻壳	dàoké	tʃʰe¹pʰɛ²	tɕʰi⁵⁵pʰɛ̤²¹	tɕʰi⁴⁴pʰɛ²¹	tɕʰi⁵⁵pʰɛ²¹	tɕʰi³⁵²pʰɛ˞²¹	tɕi⁵⁵pʰæ²¹	tɕi²⁴pʰɛ²¹, dzo²⁴kɨ²¹	tɕʰi⁵⁵pʰɛ˞⁴¹
487		table	桌子	zhuōzi		tʂʷo⁵⁵tsɿ³³						
488	768.0	destroy	破坏	pòhuài	pʰe̠H	pi⁵⁵pʰɛ̠³³	hõ²¹	vɤ̪²⁴xa²¹	lɛ˞²⁴pi⁴⁴	na²¹to²¹pɛ⁵⁵	na²¹tsa̠³³	
489	835.0	bad	坏 (人坏)	huài	pʰe̠H	pʰɛ̠³³	pʰɛ⁴⁴	ma²¹tue⁴²	hue⁴⁵³	mɑ²¹nɑ⁵⁵	luŋ²⁴	
490	381.0	wall	墙壁	qiángbī	lu¹di³	lu⁵⁵di³³	lu²⁴di³³	lu²⁴ti³³bɔ⁴²	tɕʰiaŋ²¹bo²¹	lu⁵⁵liŋ³³tɛ²¹	saŋ²¹	tɕʰiaŋ²⁴
491	226.0	face	脸	liǎn	pʰjaŋ²ʔmje̠H	pʰu̥²¹ʔmɛ̠³³	pʰu²¹me⁴⁴	pʰa²¹mei³³tɕʰi⁵⁵	pʰa²¹mɛi³³	pʰɛ²¹mɛ³³	pʰa̠ʔ²¹ni³³	ba²¹wv̩²¹, pʰa²¹mi⁵⁵
492	226.1	face	脸	liǎn	pʰjaŋ²ʔmje̠H	pʰu̥²¹ʔmɛ̠³³	pʰu²¹me⁴⁴	pʰa²¹mei³³tɕʰi⁵⁵	pʰa²¹mɛi³³	pʰɛ²¹mɛ³³	pʰa̠ʔ²¹ni³³	ba²¹wv̩²¹, pʰa²¹mi⁵⁵
493	306.0	strength	力气	lìqì	ɣa²	va̤²¹	ɣa²¹	ɣʷɔ²¹sei⁴²	ɣo²¹ɲi⁴⁵³	vo²¹	vo²¹	
494	651.0	get; obtain;	得 (得到)	dé	ɣa³	va³³	ɣa³³	ɣɔ³³	wu³³	vo³³		
495	651.1	get; obtain;	得 (得到)	dé	mɛ³					mɛ³³	mɛo³³	mai⁵⁵ŋa³³
496	628.0	weave	编织	biānzhī	dzɛ̠ᶫ	pi⁵⁵	tseʔ⁵³	pi²⁴	pi⁴⁵³	dʒa̠²¹	dza̠²¹	
497	679.0	laugh	笑	xiào	ɣɛ¹	gə⁵⁵	ɣɛ˞²⁴	ɣɛ²⁴	ɣɛ˞²⁴	jɛ⁵⁵	ʝɛ²⁴	ɣɛ˞³³
498	275.0	skin	皮肤	pífū	gi¹ko̠H	gɨ⁵⁵	xa²¹sɛ²¹, gɨ²⁴	xɔ²¹sei⁴²	xo²¹gɨ²⁴kv̩³³	jɛ²¹gi⁵⁵	ɛ²¹gi²⁴	xa²¹sai⁵³
499	492.0	deity	神	shén	ɣi¹sa¹	ɲi̤²¹	nɛ²¹		nɛi²¹	nɛ²¹	ɣɨ²⁴so²⁴	
500	493.0	God	上帝	shàngdì	ɣi¹sa¹	n̩²¹ɕi⁵⁵	n̩²¹dɛ²¹ɣɨ²⁴sa³⁴			i⁵⁵sɛ³³mo³³tso³³	ɣɨ²⁴so²⁴	ɣɨ³³sɛ˞³³
501	493.1	God	上帝	shàngdì	ɣi¹sa¹	n̩²¹ɕi⁵⁵	n̩²¹dɛ²¹ɣɨ²⁴sa³⁴			i⁵⁵sɛ³³mo³³tso³³	ɣɨ²⁴so²⁴	ɣɨ³³sɛ˞³³
502	13.0	water (a)	水	shuǐ	ɣi¹	ɣɨ⁵⁵	ɣɨ²⁴	ji²⁴	ɣɨ²⁴	ɣɨ⁵⁵		ɣɨ³³
503	592.0	cut (reap)	割 (割稻)	gē	ɣi̠ᶫ	ɣɨ̠²¹	ɣɨʔ⁵³	ʝi⁴²	ɣɨʔ³³	ɣɨʔ²¹	tɕʰɛ²¹	ɣɨ⁵³
504	875.0	crazy	疯狂	yúchǔn	tʰɛ³	tʰɛ³³,fɛ²¹	tʰˣɛ³³	tʰɛ³³	tʰɛ˞³³	tʰɛ³³	voŋ²⁴la⁵⁵ko³³	tʰɛ˞³³
505	392.0	dry field	田 (旱田)	hàntián	mi¹bɛ¹	mi⁴⁵	mɛ²⁴ba³³	xɔ⁵⁵da³³mi²⁴	m̩³⁵bɛ˞³³	kʰu⁵⁵dza²¹dɛ⁵⁵	mi²⁴kʰa²¹	m̩³³bɛ˞³³
506	392.1	dry field	田 (旱田)	hàntián	mi¹bɛ¹	mi⁴⁵	mɛ²⁴ba³³	mi²⁴bɛ²⁴	m̩³⁵bɛ˞³³		mi²⁴kʰa²¹	m̩³³bɛ˞³³
507	8.0	rain	雨	yǔ	a¹mo²ha¹	a⁵⁵ŋ̩²¹ha⁵⁵	a⁵⁵mu²¹hã³³	a⁵⁵mə²¹xɔ⁵⁵	a³⁵mv̩⁴¹hõ²⁴	a⁵⁵mi²¹xo⁵⁵	a²⁴xo²⁴	a⁵⁵m̩²¹ha³³
508	900.0	LONG (distance)	长	cháng	ʃi¹	ʂʅ⁵⁵	ʂʅ²⁴	sɿ⁵⁵	ʂʅ⁴⁵³	ɕi⁵⁵	sɿ²⁴	sɿ³³
509	96.0	otter	水獭	shuǐtǎ	ʃy¹		ɣɨ²⁴a²¹ni²⁴	sue²¹tʰa³³mo⁵⁵	ɕy²¹tʰa³³mao³²	boŋ²⁴	ŋ̩²⁴gi³³a²⁴ŋa³³	suei³³tʰa³³mao³³
510	846.0	easy	容易	róngyì	lɛ¹	lɛ⁴⁵	lɛ²⁴	lɛ²⁴	pi⁴⁴lɛ˞²⁴	lɛ⁵⁵		lɛ˞³³
511	846.1	easy	容易	róngyì	sa¹							
512	167.0	corn	玉米	yùmǐ	ʃa¹mɨ²	ʂa⁵⁵mʉ̤²¹,ʂam⁵¹	ʂʅ⁴⁴mɨ²¹	u⁵⁵mɛ⁵⁵	ʂu⁴⁵mu³³	sə⁵⁵nə⁵⁵	ka³³sa²¹	tɕi⁵⁵mɨ³³
513	167.1	corn	玉米	yùmǐ	ʃa¹mɨ²	ʂa⁵⁵mʉ̤²¹,ʂam⁵¹	ʂʅ⁴⁴mɨ²¹	u⁵⁵mɛ⁵⁵	ʂu⁴⁵mu³³		ka³³sa²¹	tɕi⁵⁵mɨ³³
514	65.0	morning (early)	早晨	zǎochén	da²ne̠ᶫ	a⁵⁵n̩²¹tʰi̥²¹si⁵⁵i²¹sy⁵⁵ny⁵⁵si⁵⁵	da²¹nɛʔ⁵⁵	nei⁴²nei⁴²xə⁵⁵	ba²⁴dzo²¹lɛi²¹	xɨ³³pɨ⁵⁵	ni²¹ɕɛ²⁴tʰi³³ni²¹	pa³³tsu²¹
515	65.1	morning (early)	早晨	zǎochén	da²ne̠ᶫ	a⁵⁵n̩²¹tʰi̥²¹si⁵⁵i²¹sy⁵⁵ny⁵⁵si⁵⁵	da²¹nɛʔ⁵⁵	nei⁴²nei⁴²xə⁵⁵	ba²⁴dzo²¹lɛi²¹		ni²¹ɕɛ²⁴tʰi³³ni²¹	pa³³tsu²¹
516	37.0	sand	沙	shǎ	ʃa³	ʂa³³tsɿ³³	lu⁴⁴tsʰɿ⁴⁴mu³³	sɔ³³tsɿ³³	ɣɛ˞̠³³ʂa³³	a⁵⁵lu³³sei³³	sa⁵⁵i²¹ɕɛ²¹, sa⁵⁵ɕɛ²¹	ɕa³³
517	523.0	feed animals	喂 (喂鸡)	wèi	tʃa̠ᶫ	tʂa̠²¹	tʂa⁵³	tsu⁴²	tʂo³³	tsɑ²¹		tsa⁵³
518	523.1	feed animals	喂 (喂鸡)	wèi	taŋ³	tu³³				ta³³	tai³³	
519	611.0	die	死	sǐ	xɨ¹	xɨ⁵⁵	xɨ²⁴	ɕi⁵⁵	xɨ⁴⁵³	xɨ⁵⁵	xɨ²⁴	xɨ³³
520	677.0	cure; treat; heal	医治	yīzhì	goŋ³	ɣə³³	ɣo³³	gɤ̪³³wu²¹	ʝi³³	no⁵⁵gu³³	gu³³kʰo²¹	gɤ̪³³gɤ̪⁵³
521	724.0	light (on fire)	点 (点火)	diǎn	to̠ᶫ	ʔnɛ²¹,to̠²¹	tu⁵³		tu̠⁵⁵	to²¹	po²⁴	to⁵³
522	522.0	feed	喂（人、猪）		tʃa̠ᶫ	dza̤²¹to³³	tʂa⁵³	tsu⁴²	tʂo³³	tsɑ²¹	tsuɛ̠²¹	tsa⁵³
523	564.0	bend	使弯曲	wānqū	go̠ᶫ	vv̩⁵⁵wo̠²¹	ni⁴⁴woʔ⁵³	wu²⁴gu⁴²	wv̩²⁴waŋ³³ʝi⁵³	tsa⁵⁵gu²¹	nɛ̠³³gu̠²¹	tsʰɿ²¹
524	525.0	give to drink	给喝		taŋ³	du⁵⁵to³³	tu³³	da²⁴tu³³	da²⁴tu³³, ɣɨ²⁴ta³³	da⁵⁵to³³	tai³³	gɨ²¹ta³³, ɣɨ³³tu³³
525	644.0	bury; cover up	埋 (埋物)	mái	ty²	ty²¹	ty²¹	tə²¹	ty²¹	tə²¹	tɨ²¹	tə²¹
526	518.0	show	给看			ʔɲi⁵⁵to³³	ĩ³³tu³³	i⁵⁵tu³³	ĩ⁴⁵tu³³	i⁵⁵to³³	i²⁴to²¹	gɨ²¹vaŋ⁵³
527	581.0	awaken	唤醒	huànxíng	ku²xa̠ᶫ	kə⁵⁵xa̠²¹	kv̩²¹hã⁵³	kɤ̪⁵⁵xo⁴²tɕʰi²¹	kɤ̪˞⁴⁴xo³³	ni²¹	ə²¹tu²⁴	kɤ̪²¹haŋ⁵⁵
528	276.0	bone	骨头	gútóu	ɣo²	ɦa̤²¹da⁵⁵dzɿ³³	wo²¹da²⁴dzɿ³³	xɔ²¹ka³³tʰə³³	vv̩²¹ka²¹	xo²¹ɣɨ²¹	ŋ̩̩³³ga²¹	vv̩²¹kɨ³³
529	645.0	hide (thing)	藏 (东西)	cáng	tʃɛ¹	tʂʅ⁵⁵	tʂɛ̃²⁴	tsʰa³³	tʂʰɛ˞⁴⁵³	tɕɛ⁵⁵	tɕɛ²⁴	tsɛ˞³³
530	620.0	clothe	给穿		ʔvi̠ᶫ tu³/gu²	jɛ̠²¹gṳ²¹	ʝi⁵⁵gv̩²¹	vei⁴²tu³³	ʝiɛ̠³³tu³³	vɛ̠²¹	vi̠ʔ⁵³	vai⁵³gɨ²¹
531	579.0	put to sleep	使睡		xi̠ᶫ	ʔɲɛ̠²¹da̠²¹to³³	du²¹tu⁴⁴	gei²¹zɿ⁴²tu⁴²	ʐʅ³³to³³tu³³	ɕiʔ²¹	xiɛ⁵⁵tai⁵³	gɨ²¹zɿ⁵³
532	185.0	fruit	水果	shuǐguǒ	sɛ²	sɛ̤²¹	sɛ²¹	sɛ²¹	ʔø³³	jɛ²¹ɕɛ²¹	ɕɛ²¹ma²⁴	sɿ⁵⁵sɛ⁴¹sɛ²¹
533	612.0	sharpen (grinding)	磨 (磨刀)	mó	sɛ²	sɛ̤²¹	sɛ̃³¹	sɛ²¹	sɛ˞²¹	sɛ²¹	ɕɛ²¹	sɛ˞²¹
534	683.0	know; understand	懂; 知道	dǒng	sɛ̠ᶫ	sa̠²¹	sɛʔ⁵³	sɛ⁴²	sɛ˞³³	sa̠²¹	sa̠²¹	sɛ˞⁵³
535	793.0	urinate	解小便	zuòxiǎobiàn	zi²tʃʰe̠H	zɿ²¹tɕʰɛ̠³³	zɿ²¹tɕʰi⁴⁴	zɿ²¹tɕʰi³³	zɿ²¹tɕʰi³³	su²¹	tɕi⁵⁵xɨ²¹	zɿ²¹tɕʰi⁵³
536	11.0	rainbow	彩虹	cǎihóng	a¹mo²se¹ɣi¹daŋ¹		vu²⁴sa³³	a⁵⁵mə²¹sɛ⁵⁵ji³³dɔ³³	a³⁵mv̩⁴¹ʂɛ⁴⁴ɣɨ⁴⁴do³³	a⁵⁵sɛ⁵⁵ɣɨ³³	a²⁴fio⁵³ɣɨ²⁴	ɣɨ⁴⁵bɨ²¹ɕio⁵⁵lo⁴²
537	11.1	rainbow	彩虹	cǎihóng	a¹mo²tsʰa¹ɣi¹daŋ¹	a⁵⁵n̩²¹tsʰa⁵⁵ʔɲɛ̠³³də⁵⁵						
538	155.0	tree	树	shù	si̠Hdze¹	sɿ̠³³dzɿ⁵⁵	sɿ⁴⁴dzɿ³⁴	ɕi³³dzei²⁴	sɿ⁴⁵³dzɿ²⁴	ɕi³³dʑɛ⁵⁵	ɕi³³dʑi²⁴	sɿ⁵³
539	155.1	tree	树	shù	si̠Hdze¹	sɿ̠³³dzɿ⁵⁵	sɿ⁴⁴dzɿ³⁴	ɕi³³dzei²⁴	sɿ⁴⁵³dzɿ²⁴	ɕi³³dʑɛ⁵⁵	ɕi³³dʑi²⁴	sɿ⁵³
540	257.0	fingernail	指甲	zhǐjiā	le̠ᶫku²sɛ²	lɛ̠²¹kə̤²¹sɛ̤²¹	lɛʔ⁵⁵kʰv̩²¹sɛ²¹	lei⁴²ni⁵⁵kʰu²¹sɛ²¹	lɛi³³kɨ˞²¹sa²¹	li²¹ku²¹sɛ²¹	lv̩²²kv̩²²ɕɛ²¹	lei⁵⁵kʰɨ³³sɛ˞²¹
541	431.0	saw	锯子	jùzǐ	ɣi̠ᶫtsy³	ɣɨ̠²¹tsy³³	ɣɨ⁵⁵tɕy³³	ʝi⁴²tsə³³	ɣɨ³³tɕy³³	ɣɨ²¹tsə³³	lɛʲ³³,lẽ³³	ɣɨ⁵⁵tsɿ³³
542	431.1	saw	锯子	jùzǐ	ɣi̠ᶫtsy³	ɣə̠²¹tsy³³	ɣɨ⁵⁵tɕy³³	ʝi⁴²tsə³³	ɣɨ³³tɕy³³	ɣɨ²¹tsə³³	lɛʲ³³,lẽ³³	ɣɨ⁵⁵tsɿ³³
543	602.0	teach	教	jiào	ʔma²	ʔma̤²¹	ma⁵³	mɔ²¹	mo²¹	mo²¹	mo³³ɛ̠²¹	
544	546.0	grab	抓住	zhuā zhù		tʂua³³tɕɛ²¹	vv̩²⁴tʂə/ɛ²¹	tsua³³tsɛ²¹	ga²⁴tʂʅ²¹	tsu³³	ga²⁴ta³³	vv̩³³
545	552.0	catch; seize	捉 (捉鸡)	zhuō		tʂə²¹	vv̩²⁴	tsua³³	ga²⁴tʂʅ²¹	tsu³³	nɛ̠ʔ²¹	tsɤ̪²¹
546	843.0	cooked; ripe	熟 (熟肉)	shú	ʔmi³	ʔmi³³	me³³	mi³³	my³³	mi³³	mi³³ŋo³³	mi³³
547	194.0	mushroom	菌子	jùnzi	mo¹	mu⁵⁵lu⁵⁵,ŋ⁵⁵lu⁵⁵	mu/v̩²⁴	mə²⁴	n̩³⁵³to³³	ma⁵⁵lɛ⁵⁵jɛ⁵⁵	mɨ³³li²⁴ko²¹	m̩³³nai²¹
548	420.1	flour	面粉	miànfěn	ha¹mu³	ʂa⁵⁵mʉ³³	hã⁴⁴mv̩³³kʰa³³		ʂo⁵⁵mv̩˞³³		so²⁴muʲ⁵⁵jo³¹	ga²¹m̩³³
549	420.0	flour	面粉	miànfěn	mu³	ʂa⁵⁵mʉ³³	hã⁴⁴mv̩³³kʰa³³	sɔ⁵⁵mə³³	ʂo⁵⁵mv̩˞³³	kʰa²¹ɕɛ⁵⁵mu³³	so²⁴muʲ⁵⁵jo³¹	ga²¹m̩³³
550	419.0	rice powder	米粉	miǐfěn	mu³	dza²¹kʰa⁵⁵mʉ³³	dza²¹kʰa⁴⁴mv̩³³	tɕʰi⁵⁵tɕʰi⁵⁵mə³³	tɕʰi⁵⁵tʰi²¹pʰᶠv̩˞⁵³	dzo⁵⁵mu³³	dzo²⁴muʲ⁵⁵jo³¹	tɕʰi³³fv̩³³ga²¹m̩³³
551	534.0	blow (on)	吹 (吹火)	chuī	ʔmy̠H	ʔmʉ̠³³	mv̩⁴⁴	mə³³	mø³³	mi³³	mɨ̠³³	mi⁵³
552	160.0	bamboo shoot	竹笋	zhúsūn		ma⁵⁵bə̠³³	ma²⁴ny⁴⁴	mɔ²⁴dzɛ²⁴	mo²⁴dʐɛ˞³³	waŋ²¹	o³³mu²¹tsʰi⁵⁵jo³¹	ma³³mo⁵³
553	512.0	gourd reed-organ	芦笙	lusheng	by¹	by⁵⁵	by²⁴	bə²⁴		bə⁵⁵	bə²⁴	
554	292.0	snot	鼻涕/粘液	bītì	ʔny̠ᶫ	ʔnø̠²¹	ny⁵⁵tsʰɿ²¹	nə⁴²	nø̠³³pʰᶠɤ̪⁴⁵³	nɑ̠̠²¹	nɨ̠²¹	nəŋ⁴⁵³
555	575.0	lean (against)	靠 (人靠在树上)	kào	e̠H		tɛ³³	tei³³	da²¹	ɛ̃³³	ɛ̠⁵³	
556	924.0	two	二	èr	ni²	ŋ̩²¹	n̩²¹	ŋ̩²¹	n̩²¹	n̩²¹	ŋ̩²¹	ni²¹
557	52.0	year	年	nián	kʰo̠ᶫ	kʰo̠²¹	kʰoʔ⁵³	kʰo⁴², kʰu⁴²	kʰo³³	kʰuʔ²¹	kʰu̠²¹	kʰo⁵⁵
558	561.0	squeeze	挤压/榨	jǐyā	ni̠ᶫ		ti⁴⁴	ni⁴²		ɲɛ³³	nɛ̠²¹na̠³³	naŋ⁵³
559	253.0	finger	指/手指	zhǐ	ʔni¹	lɛ̠²¹ʔni⁵⁵	lɛʔ⁵⁵i³³za²¹	lei⁴²ni⁵⁵	lɛi³³ʔĩ⁴⁵³	li²¹ni⁵⁵	na²¹ni²⁴	lei⁵⁵kʰɨ³³
560	173.0	bean	豆子	dòuzi	nu̠H	a⁵⁵nə̠³³	a⁴⁴nu⁴⁴	no³³, nu³³	a³³nuʔ³³	a⁵⁵nuʔ³³	a²⁴nu²¹	nu⁴⁵³
561	661.0	borrow (thing)	借(借东西）	jiè	ʔŋa²	aŋ²¹	aŋ²¹, ã²¹	ɔ²¹	õŋ²¹	o²¹	o²¹	aŋ²¹
562	557.0	stretch; stretch out	伸 (伸手)	shēn	dʒe³	dʑi³³		dʑi³³			dʑɛ³³	
563	557.1	stretch; stretch out	伸 (伸手)	shēn	dʒe²		dʑi²¹		dʐʅ²¹			dzai²¹
564	557.1	stretch; stretch out	伸 (伸手)	shēn	tʃʰe³	tɕʰi³³		tɕʰi³³		tɕʰi⁵⁵		
565		spread	伸展	shēnzhǎn		dʑi³³					dzu⁵⁵tsʰa³³	
566	109.0	bird	鸟	niǎo	ŋja̠H	a⁵⁵ɲɛ̠³³	a⁴⁴ɲi⁴⁴	ɲia³³	a⁵⁵ɲa³³	a³³ŋa³³	bə²⁴xa̠³³	a⁵⁵ɲa⁵³
567	869.0	ashamed	惭愧/害羞	cánkuì	ʃe̠ᶫtaŋ¹	ɕɛ̠²¹tu⁵⁵	ɕi⁵⁵tu³³	ɕi⁴²ta⁵⁵	ɕi³³ta³³	ɕɛ̠²¹ta⁵⁵	ɕi̠²¹ta²⁴	sai⁵⁵tu³³
568	869.1	ashamed	惭愧/害羞	cánkuì	ʃe̠ᶫtaŋ¹	ɕɛ̠²¹tu⁵⁵	ɕi⁵⁵tu³³		ɕi²¹ta⁴⁴		ɕi̠²¹ta²⁴	sai⁵⁵tu³³
569	801.0	yellow	黄	huáng	ʃɛ¹	ɕɛ⁵⁵	ʂɛ˞²⁴	sɛ⁵⁵	ʂɛ˞⁴⁵³	ɕɛ⁵⁵	ɕɛ²⁴	sɛ˞³³
570	31.0	gold	金	jīn(zi)	ʃɛ¹	ɕɛ⁵⁵	ʂɛ˞²⁴	sɛ⁵⁵	ja³³ʂɛ˞⁵⁵	sɛ⁵⁵	ɕɛ²⁴	tsai³¹sɛ˞³³
571	951.0	3SR (another)	其他人／别人		su¹	sɿ⁵⁵,tse⁵⁵ɣɨ²¹	ka²¹se³³	kə⁵⁵lə²¹sə⁵⁵		su⁵⁵, tɕʰi²¹dzə⁵⁵ma⁵⁵	ɛ²¹wai²⁴tɕʰio⁵³	piɛ³³ni³³su³³
572	491.0	shadow	影子	yǐngzi	a¹ɣɨ³	li⁵⁵ɣɨ³³	a⁴⁴ɣɨ³³	a⁵⁵ɣə³³zɔ²¹	a³⁵ɣɨ³³lɨ³³	xo⁵⁵ɣɨ³³	ba²⁴ɣɨ³³	ha⁵⁵ɣɨ³³
573	461.0	broom	扫帚	sàozhou	gɨ¹si̠H	gɨ⁵⁵sɿ̠³³	gɨ²⁴sɿ⁴⁴	mə⁵⁵sɿ³³	gɛ˞²⁴sɿ³³	gɨ⁵⁵sɿ³³	ɣɨ²⁴sɿ̠³³	gɛ˞³³sɿ⁵³
574	631.0	sweep	扫 (扫地)	sǎo	si̠H	sɿ̠³³	sɿ⁴⁴	sɿ³³	sɿ̠³³	sɿ̠³³	sɿ̠³³	sɿ⁵³
575	236.0	teeth	牙齿	yáchǐ	sy²	sy²¹ɦa⁵⁵	sɛ²¹wo²⁴	sə²¹	sy²¹	so²¹ko⁵⁵, soŋ²¹ko⁵⁵	ɕi²¹	sə²¹
576	181.0	garlic	蒜	suàn	kʰa²sy¹	kʰa̤²¹sy⁵⁵	kʰa²¹ɕy²⁴	kʰa²¹tsʰə⁵⁵	kʰa²¹sy³⁵²	ko²¹sɿ⁵⁵	kə²¹sə²⁴	kʰa²¹sɨ³³
577	291.0	blood	血	xuè	si²	sɿ²¹	sɿʔ²¹	sɿ²¹	sɿ²¹ʔĩ⁴⁵³	ɕiŋ²¹ki⁵⁵	ɕi²¹	sɿ²¹
578	839.0	dry	干 (衣服干)	gān	fɛ³	fɛ³³	fɛ³³	fɛ³³	xɛ˞³³	fɛ³³	fɛ³³	fɛ˞³³
